"func","desc"
"resample","Select or interpolate timeseries datausing new time vector"
"reset (RandStream)","Reset random number stream"
"reset","Reset graphics object properties totheir defaults"
"reset","Reset datastore to initial state"
"reshape","Reshape array"
"residue","Partial fraction expansion (partial fraction decomposition)"
"restoredefaultpath","Restore search path to its factory-installed state"
"rethrow","Reissue error"
"rethrow","Rethrow previously caught exception"
"return","Return control to invoking function"
"rgb2gray","Convert RGB image or colormap to grayscale"
"rgb2hsv","Convert RGB colormap to HSV colormap"
"rgb2ind","Convert RGB image to indexed image"
"rgbplot","Plot colormap"
"ribbon","Ribbon plot"
"rmappdata","Remove application-defined data"
"rmdir","Remove folder"
"rmedge","Remove edge from graph"
"rmfield","Remove fields from structure"
"rmnode","Remove node from graph"
"rmpath","Remove folders from search path"
"rmpref","Remove preference"
"rng","Control random number generation"
"roots","Polynomial roots"
"rose","Angle histogram plot"
"rosser","Classic symmetric eigenvalue test problem"
"rot90","Rotate array 90 degrees"
"rotate","Rotate object about specified origin and direction"
"rotate3d","Rotate 3-D view using mouse"
"round","Round to nearest decimal or integer"
"rowfun","Apply function to table rows"
"rref","Reduced row echelon form (Gauss-Jordan elimination)"
"rsf2csf","Convert real Schur form to complex Schur form"
"run","Run MATLAB script"
"runtests","Run set of tests"
"save (serial)","Save serial port objects and variables to file"
"save","Save workspace variables to file"
"save","Serialize control object to file"
"saveas","Save figure to specific file format"
"savefig","Save figure and contents to FIG-file"
"saveobj","Modify save process for object"
"savepath","Save current search path"
"scatter","Scatter plot"
"scatter3","3-D scatter plot"
"scatteredInterpolant","Scattereddata interpolation"
"schur","Schur decomposition"
"sec","Secant of angle in radians"
"secd","Secant of argument in degrees"
"sech","Hyperbolic secant"
"second","Second number"
"seconds","Duration in seconds"
"selectmoveresize","Select, move, resize, or copy axes and uicontrol graphicsobjects"
"semilogx","Semilogarithmic plot"
"semilogy","Semilogarithmic plot"
"sendmail","Send email message to address list"
"serial","Create serial port object"
"serialbreak","Send break to device connected to serial port"
"set (RandStream)","Set random number stream property"
"set (serial)","Configure or display serial port object properties"
"set (tscollection)","Set properties of tscollection object"
"set","Set graphics object properties"
"set","Set property values for audioplayer object"
"set","Set property values for audiorecorder object"
"set","Set objector interface property to specified value"
"set","Set properties of timeseries object"
"setabstime (tscollection)","Set times of tscollection object asdate strings"
"setabstime","Set times of timeseries object as datestrings"
"setappdata","Store application-defined data"
"setBscale","Reset image scaling"
"setcats","Set categories in categorical array"
"setCompressionType","Set image compression type"
"setdiff","Set difference of two arrays"
"setenv","Set environment variable"
"setfield","Assign values to structure array field"
"setHCompScale","Set scale parameter for HCOMPRESS algorithm"
"setHCompSmooth","Set smoothing for images compressed with HCOMPRESS"
"setinterpmethod","Set default interpolation method for timeseries object"
"setpixelposition","Set component position in pixels"
"setpref","Set preference"
"setstr","Set string flag"
"setTileDim","Set tile dimensions"
"settimeseriesnames","Change name of timeseries object in tscollection"
"setTscale","Reset image scaling"
"setxor","Set exclusive OR of two arrays"
"shading","Set color shading properties"
"shg","Show most recent graph window"
"shiftdim","Shift dimensions"
"shortestpath","Shortest path between two single nodes"
"shortestpathtree","Shortest path tree from node"
"showplottool","Show or hide figure plot tool"
"shrinkfaces","Reduce size of patch faces"
"sign","Sign function (signum function)"
"sin","Sine of argument in radians"
"sind","Sine of argument in degrees"
"single","Convert to single precision"
"sinh","Hyperbolic sine of argument in radians"
"size (serial)","Size of serial port object array"
"size (tscollection)","Size of tscollection object"
"size","Size of containers.Map object"
"size","Array dimensions"
"size","(Not recommended) Size of triangulation matrix"
"size","Size of triangulation connectivity list"
"slice","Volumetric slice plot"
"smooth3","Smooth 3-D data"
"snapnow","Force snapshot of image for inclusion in published document"
"sort","Sort array elements"
"sortrows","Sort array rows"
"sound","Convert matrix of signal data to sound"
"soundsc","Scale data and play as sound"
"spalloc","Allocate space for sparse matrix"
"sparse","Create sparse matrix"
"spaugment","Form least squares augmented system"
"spconvert","Import from sparse matrix external format"
"spdiags","Extract and create sparse band and diagonal matrices"
"Special Characters","Special characters"
"specular","Calculate specular reflectance"
"speye","Sparse identity matrix"
"spfun","Apply function to nonzero sparse matrix elements"
"sph2cart","Transform spherical coordinates to Cartesian"
"sphere","Generate sphere"
"spinmap","Spin colormap"
"spline","Cubic spline data interpolation"
"split","Split calendar duration into numeric and duration units"
"splitapply","Split data into groups and apply function"
"spones","Replace nonzero sparse matrix elements with ones"
"spparms","Set parameters for sparse matrix routines"
"sprand","Sparse uniformly distributed random matrix"
"sprandn","Sparse normally distributed random matrix"
"sprandsym","Sparse symmetric random matrix"
"sprank","Structural rank"
"sprintf","Format data into string"
"spy","Visualize sparsity pattern"
"sqrt","Square root"
"sqrtm","Matrix square root"
"squeeze","Remove singleton dimensions"
"ss2tf","Convert state-space representation to transfer function"
"sscanf","Read formatted data from string"
"stack","Stack data from multiple variables into single variable"
"stairs","Stairstep graph"
"standardizeMissing","Insert missing value indicators into table"
"startup","Start up file for user-defined options"
"std","Standard deviation"
"std","Standard deviation of timeseries data"
"stem","Plot discrete sequence data"
"stem3","Plot 3-D discrete sequence data"
"stopasync","Stop asynchronous read and write operations"
"str2double","Convert string to double-precision value"
"str2func","Construct function handle from string"
"str2mat","Form blank-padded character matrix from strings"
"str2num","Convert string to number"
"strcat","Concatenate strings horizontally"
"strcmp","Compare strings"
"strcmpi","Compare strings (case insensitive)"
"stream2","Compute 2-D streamline data"
"stream3","Compute 3-D streamline data"
"streamline","Plot streamlines from 2-D or 3-Dvector data"
"streamparticles","Plot stream particles"
"streamribbon","3-D stream ribbon plot from vector volume data"
"streamslice","Plot streamlines in slice planes"
"streamtube","Create 3-D stream tube plot"
"strfind","Find one string within another"
"strings","String handling"
"strjoin","Join strings in cell array into single string"
"strjust","Justify character array"
"strmatch","Find possible matches for string"
"strncmp","Compare first n characters of strings(case sensitive)"
"strncmpi","Compare first n characters of strings(case insensitive)"
"strread","Read formatted data from string"
"strrep","Find and replace substring"
"strsplit","Split string at specified delimiter"
"strtok","Selected parts of string"
"strtrim","Remove leading and trailing white space from string"
"struct","Create structure array"
"struct2cell","Convert structure to cell array"
"struct2table","Convert structure array to table"
"structfun","Apply function to each field of scalar structure"
"strvcat","Concatenate strings vertically"
"sub2ind","Convert subscripts to linear indices"
"subgraph","Extract subgraph"
"subplot","Create axes in tiled positions"
"subsasgn","Redefine subscripted assignment"
"subsindex","Convert object to array index"
"subspace","Angle between two subspaces"
"subsref","Redefine subscripted reference for objects"
"substruct","Create structure argument for subsasgn or subsref"
"subvolume","Extract subset of volume data set"
"successors","Node successors"
"sum","Sum of array elements"
"sum","Sum of timeseries data"
"summary","Print summary of table or categorical array"
"superclasses","Superclass names"
"superiorto","Establish superior class relationship"
"support","Open MathWorks Technical Support Webpage"
"supportPackageInstaller","Install support for third-party hardware or software"
"surf","3-D shaded surface plot"
"surf2patch","Convert surface data to patch data"
"surface","Create surface object"
"surfaceArea","Surface area of 3-D alpha shape"
"surfc","Contour plot under a 3-D shaded surface plot"
"surfl","Surface plot with colormap-based lighting"
"surfnorm","Compute and display 3-Dsurface normals"
"svd","Singular value decomposition"
"svds","Find singular values and vectors"
"swapbytes","Swap byte ordering"
"switch, case, otherwise","Execute one of several groups of statements"
"sylvester","Solve Sylvester equation AX + XB = C for X"
"symamd","Symmetric approximate minimum degree permutation"
"symbfact","Symbolic factorization analysis"
"symmlq","Symmetric LQ method"
"symrcm","Sparse reverse Cuthill-McKee ordering"
"symvar","Determine symbolic variables in expression"
"synchronize","Synchronize and resample two timeseries objectsusing common time vector"
"syntax","Two ways to call MATLAB functions"
"system","Execute operating system command and return output"
"table","Create table from workspace variables"
"table2array","Convert table to homogeneous array"
"table2cell","Convert table to cell array"
"table2struct","Convert table to structure array"
"TabularTextDatastore","Datastore for tabular text files"
"tan","Tangent of argument in radians"
"tand","Tangent of argument in degrees"
"tanh","Hyperbolic tangent"
"tar","Compress files into tar file"
"targetupdater","Set up support package that is already installed"
"tcpclient","Create TCP/IP client object to communicate over TCP/IP"
"tempdir","Name of system's temporary folder"
"tempname","Unique name for temporary file"
"Test","Specification of a single test method"
"TestResult","Result of running test suite"
"TestSuite.run","Run TestSuite array using TestRunner objectconfigured for text output"
"tetramesh","Tetrahedron mesh plot"
"texlabel","Format text into TeX string"
"text","Add text descriptions to data points"
"textread","Read data from text file; write to multiple outputs"
"textscan","Read formatted data from text file or string"
"textwrap","Wrapped string matrix for given uicontrol"
"tfqmr","Transpose-free quasi-minimal residual method"
"throw","Throw exception"
"throwAsCaller","Throw exception as if occurs within calling function"
"tic","Start stopwatch timer"
"Tiff","MATLAB Gateway to LibTIFF library routines"
"Tiff.close","Close Tiff object"
"Tiff.computeStrip","Index number of strip containing specified coordinate"
"Tiff.computeTile","Index number of tile containing specified coordinates"
"Tiff.currentDirectory","Index of current IFD"
"Tiff.getTag","Value of specified tag"
"Tiff.getTagNames","List of recognized TIFF tags"
"Tiff.getVersion","LibTIFF library version"
"Tiff.isTiled","Determine if tiled image"
"Tiff.lastDirectory","Determine if current IFD is last in file"
"Tiff.nextDirectory","Make next IFD current IFD"
"Tiff.numberOfStrips","Total number of strips in image"
"Tiff.numberOfTiles","Total number of tiles in image"
"Tiff.read","Read entire image"
"Tiff.readEncodedStrip","Read data from specified strip"
"Tiff.readEncodedTile","Read data from specified tile"
"Tiff.readRGBAImage","Read image using RGBA interface"
"Tiff.readRGBAStrip","Read strip data using RGBA interface"
"Tiff.readRGBATile","Read tile data using RGBA interface"
"Tiff.rewriteDirectory","Write modified metadata to existing IFD"
"Tiff.setDirectory","Make specified IFD current IFD"
"Tiff.setSubDirectory","Make subIFD specified by byte offset current IFD"
"Tiff.setTag","Set value of tag"
"Tiff.write","Write entire image"
"Tiff.writeDirectory","Create new IFD and make it current IFD"
"Tiff.writeEncodedStrip","Write data to specified strip"
"Tiff.writeEncodedTile","Write data to specified tile"
"time","Convert time of calendar duration to duration"
"timeit","Measure time required to run function"
"timeofday","Elapsed time since midnight for datetimes"
"timer.delete","Remove timer object from memory"
"timer.get","Query property values for timer object"
"timer.isvalid","Determine timer object validity"
"timer","Create object to schedule execution of MATLAB commands"
"timer.set","Set property values for timer object"
"timer.start","Start timer object"
"timer.startat","Schedule timer to fire at specified time"
"timer.stop","Stop timer object"
"timer.timerfind","Find timer object"
"timer.timerfindall","Find timer object, regardless of visibility"
"timer.wait","Block command prompt until timer stops running"
"times","Element-wise multiplication"
"timeseries","Create timeseries object"
"timezones","List time zones"
"title","Add title to current axes"
"toc","Read elapsed time fromstopwatch"
"todatenum","Convert CDF epoch object to MATLAB serial date number"
"toeplitz","Toeplitz matrix"
"toolboxdir","Root folder for specified toolbox"
"toposort","Topological order of directed acyclic graph"
"trace","Sum of diagonal elements"
"transclosure","Transitive closure"
"transpose","Transpose vector or matrix"
"transreduction","Transitive reduction"
"trapz","Trapezoidal numerical integration"
"treelayout","Lay out tree or forest"
"treeplot","Plot picture of tree"
"triangulation","Triangulation in 2-D or 3-D"
"tril","Lower triangular part of matrix"
"trimesh","Triangular mesh plot"
"triplequad","Numerically evaluate triple integral"
"triplot","2-D triangular plot"
"TriRep","(Not recommended) Triangulation representation"
"TriRep","(Not recommended) Triangulation representation"
"TriScatteredInterp","(Not recommended) Interpolate scattered data"
"TriScatteredInterp","(Not recommended) Interpolate scattered data"
"trisurf","Triangular surface plot"
"triu","Upper triangular part of matrix"
"true","Logical 1 (true)"
"try, catch","Execute statements and catch resulting errors"
"tscollection","Create tscollection object"
"tsdata.event","Construct event object for timeseries object"
"tsearchn","N-D closest simplex search"
"type","Display contents of file"
"typecast","Convert data types without changing underlying data"
"tzoffset","Time zone offset from UTC"
"uibuttongroup","Create button group to manage radio buttons and togglebuttons"
"uicontextmenu","Create context menu"
"uicontrol","Create user interface control object"
"uigetdir","Open folder selection dialog box"
"uigetfile","Open file selection dialog box"
"uigetpref","Conditionally open dialog box according to user preference"
"uiimport","Import data interactively"
"uimenu","Create menus and menu items on figure windows"
"uint16","Convert to 16-bit unsigned integer"
"uint32","Convert to 32-bit unsigned integer"
"uint64","Convert to 64-bit unsigned integer"
"uint8","Convert to 8-bit unsigned integer"
"uiopen","Open dialog box for selecting file to load into workspace"
"uipanel","Create panel container object"
"uipushtool","Create push button on toolbar"
"uiputfile","Open dialog box for saving files"
"uiresume","Resume execution of blocked program"
"uisave","Open dialog box for saving variables to MAT-file"
"uisetcolor","Open color selection dialog box"
"uisetfont","Open font selection dialog box"
"uisetpref","Manage preferences used in uigetpref"
"uistack","Reorder visual stacking order of objects"
"uitab","Create tabbed panel"
"uitabgroup","Create container for tabbed panels"
"uitable","Create table UI component"
"uitoggletool","Create toggle button on toolbar"
"uitoolbar","Create toolbar on figure"
"uiwait","Block program execution and wait to resume"
"uminus","Unary minus"
"undocheckout","(To be removed) Undo previous checkout from source controlsystem (UNIX platforms)"
"unicode2native","Convert Unicode character representation to numericbytes"
"union","Set union of two arrays"
"unique","Unique values in array"
"uniquetol","Unique values within tolerance"
"unix","Execute UNIX command and return output"
"unloadlibrary","Unload shared library from memory"
"unmesh","Convert edge matrix to coordinate and Laplacian matrices"
"unmkpp","Piecewise polynomial details"
"unregisterallevents","Unregister all event handlers associated with COM objectevents at run time"
"unregisterevent","Unregister event handler associated with COM object eventat run time"
"unstack","Unstack data from single variable into multiple variables"
"untar","Extract contents of tar file"
"unwrap","Correct phase angles to produce smoother phase plots"
"unzip","Extract contents of zip file"
"uplus","Unary plus"
"upper","Convert string to uppercase"
"urlread","Download URL content to MATLAB string (not recommended)"
"urlwrite","Download URL content and save to file (not recommended)"
"usejava","Determine if Java feature is available"
"userpath","View or change user portion of search path"
"validateattributes","Check validity of array"
"validatestring","Check validity of text string"
"ValueIterator","An iterator over intermediate values for use with mapreduce"
"values","Identify values in containers.Map object"
"vander","Vandermonde matrix"
"var","Variance"
"var","Variance of timeseries data"
"varargin","Variable-length input argument list"
"varargout","Variable-length output argument list"
"varfun","Apply function to table variables"
"vectorize","Vectorize expression"
"ver","Version information for MathWorks products"
"verctrl","(To be removed) Source control actions (Windows platforms)"
"verLessThan","Compare toolbox release or version to specified string"
"version","Version number for MATLAB and libraries"
"vertcat (tscollection)","Vertical concatenation for tscollection objects"
"vertcat","Concatenate arrays vertically"
"vertexAttachments","(Not recommended) Return simplices attached to specifiedvertices"
"vertexAttachments","Triangles or tetrahedra attached to specified vertex"
"vertexNormal","Triangulation vertex normal"
"VideoReader","Read video files"
"VideoReader","Create object to read video files"
"VideoWriter","Write video files"
"VideoWriter","Create object to write video files"
"view","Viewpoint specification"
"viewmtx","View transformation matrices"
"visdiff","Compare two text files, MAT-Files, binary files, Zip files, or folders"
"volume","Volume of 3-D alpha shape"
"volumebounds","Coordinate and color limits for volume data"
"voronoi","Voronoi diagram"
"voronoiDiagram","Voronoi diagram"
"voronoiDiagram","(Not recommended) Voronoi diagram"
"voronoin","N-D Voronoi diagram"
"waitbar","Open or update wait bar dialog box"
"waitfor","Block execution and wait for condition"
"waitforbuttonpress","Wait for key press or mouse-button click"
"warndlg","Create warning dialog box"
"warning","Display warning message"
"waterfall","Waterfall plot"
"wavfinfo","Information about WAVE (.wav) soundfile"
"wavread","Read WAVE (.wav) sound file"
"wavwrite","Write WAVE (.wav) sound file"
"web","Open Web page or file in browser"
"weboptions","Specify parameters for RESTful web service"
"webread","Read content from RESTful web service"
"websave","Save content from RESTful web service to file"
"webwrite","Write data to RESTful web service"
"week","Week number"
"weekday","Day of week"
"what","List MATLAB files in folder"
"whatsnew","Release Notes"
"which","Locate functions and files"
"while","Repeat execution of statements while condition is true"
"whitebg","Change axes background color"
"who","List variables in workspace"
"whos","List variables in workspace, with sizes and types"
"width","Number of table variables"
"wilkinson","Wilkinson's eigenvalue test matrix"
"winopen","Open file in appropriate application (Windows)"
"winqueryreg","Item from Windows registry"
"workspace","Open Workspace browser to manage workspace"
"write","Write data to remote host over TCP/IP interface"
"writeChecksum","Compute and write checksum for current HDU"
"writeCol","Write elements into ASCII or binary table column"
"writeComment","Write or append COMMENT keyword to CHU"
"writeDate","Write DATE keyword to CHU"
"writeHistory","Write or append HISTORY keyword to CHU"
"writeImg","Write to FITS image"
"writeKey","Update or add new keyword into current HDU"
"writeKeyUnit","Write physical units string"
"writetable","Write table to file"
"writeVideo","Write video data to file"
"xlabel","Label x-axis"
"xlim","Set or query x-axis limits"
"xlsfinfo","Determine if file contains Microsoft Excel spreadsheet"
"xlsread","Read Microsoft Excel spreadsheet file"
"xlswrite","Write Microsoft Excel spreadsheet file"
"xmlread","Read XML document and return Document Object Model node"
"xmlwrite","Write XML Document ObjectModel node"
"xor","Logical exclusive-OR"
"xslt","Transform XML document using XSLT engine"
"year","Year number"
"years","Duration in years"
"ylabel","Label y-axis"
"ylim","Set or query y-axis limits"
"ymd","Year, month, and day numbers of datetime"
"yyyymmdd","Convert MATLAB datetime to YYYYMMDD numeric value"
"zeros","Create array of all zeros"
"zip","Compress files into zip file"
"zlabel","Label z-axis"
"zlim","Set or query z-axis limits"
"zoom","Turn zooming on or off or magnifyby factorMagnify by a factor"
