"func","desc"
"netcdf.defGrp","Create group in NetCDF file"
"netcdf.defVar","Create NetCDF variable"
"netcdf.defVarChunking","Define chunking behavior for NetCDF variable"
"netcdf.defVarDeflate","Define compression parameters for NetCDF variable"
"netcdf.defVarFill","Define fill parameters for NetCDF variable"
"netcdf.defVarFletcher32","Define checksum parameters for NetCDF variable"
"netcdf.delAtt","Delete netCDF attribute"
"netcdf.endDef","End netCDF file define mode"
"netcdf.getAtt","Return netCDF attribute"
"netcdf.getChunkCache","Retrieve chunk cache settings for NetCDF library"
"netcdf.getConstant","Return numeric value of named constant"
"netcdf.getConstantNames","Return list of constants known to netCDF library"
"netcdf.getVar","Read data from NetCDF variable"
"netcdf.inq","Return information about netCDF file"
"netcdf.inqAtt","Return information about netCDF attribute"
"netcdf.inqAttID","Return ID of netCDF attribute"
"netcdf.inqAttName","Return name of netCDF attribute"
"netcdf.inqDim","Return netCDF dimension name and length"
"netcdf.inqDimID","Return dimension ID"
"netcdf.inqDimIDs","Retrieve list of dimension identifiers in group"
"netcdf.inqFormat","Determine format of NetCDF file"
"netcdf.inqGrpName","Retrieve name of group"
"netcdf.inqGrpNameFull","Complete pathname of group"
"netcdf.inqGrpParent","Retrieve ID of parent group."
"netcdf.inqGrps","Retrieve array of child group IDs"
"netcdf.inqLibVers","Return NetCDF library version information"
"netcdf.inqNcid","Return ID of named group"
"netcdf.inqUnlimDims","Return list of unlimited dimensions in group"
"netcdf.inqVar","Information about variable"
"netcdf.inqVarChunking","Determine chunking settings for NetCDF variable"
"netcdf.inqVarDeflate","Determine compression settings for NetCDF variable"
"netcdf.inqVarFill","Determine values of fill parameters for NetCDF variable"
"netcdf.inqVarFletcher32","Fletcher32 checksum setting for NetCDF variable"
"netcdf.inqVarID","Return ID associated with variable name"
"netcdf.inqVarIDs","IDs of all variables in group"
"netcdf.open","Open NetCDF data source"
"netcdf.putAtt","Write netCDF attribute"
"netcdf.putVar","Write data to netCDF variable"
"netcdf.reDef","Put open netCDF file into define mode"
"netcdf.renameAtt","Change name of attribute"
"netcdf.renameDim","Change name of netCDF dimension"
"netcdf.renameVar","Change name of netCDF variable"
"netcdf.setChunkCache","Set default chunk cache settings for NetCDF library"
"netcdf.setDefaultFormat","Change default netCDF file format"
"netcdf.setFill","Set netCDF fill mode"
"netcdf.sync","Synchronize netCDF file to disk"
"newline","Create newline character"
"newplot","Determine where to draw graphics objects"
"nextpow2","Exponent of next higher power of 2"
"nnz","Number of nonzero matrix elements"
"noanimate","Change EraseMode of all objects to normal"
"nonzeros","Nonzero matrix elements"
"norm","Vector and matrix norms"
"normest","2-norm estimate"
"not","Find logical NOT"
"notebook","(To be removed) Open MATLAB Notebook in Microsoft Word software(on Microsoft Windows platforms)"
"now","Current date and time as serial date number"
"nthroot","Real nth root of real numbers"
"null","Null space"
"num2cell","Convert array to cell array with consistently sized cells"
"num2hex","Convert singles and doubles to IEEE hexadecimal strings"
"num2ruler","Convert numeric data for use with specific ruler"
"num2str","Convert numbers to character array"
"numArgumentsFromSubscript","Number of arguments for customized indexing methods"
"numedges","Number of edges in graph"
"numel","Number of array elements"
"numnodes","Number of nodes in graph"
"numpartitions","Number of partitions"
"numRegions","Number of regions in alpha shape"
"nzmax","Amount of storage allocated for nonzero matrix elements"
"ode113","Solve nonstiff differential equations — variableorder method"
"ode15i","Solve fully implicit differential equations — variableorder method"
"ode15s","Solve stiff differential equations and DAEs — variableorder method"
"ode23","Solve nonstiff differential equations — low ordermethod"
"ode23s","Solve stiff differential equations — low ordermethod"
"ode23t","Solve moderately stiff ODEs and DAEs — trapezoidalrule"
"ode23tb","Solve stiff differential equations — trapezoidalrule + backward differentiation formula"
"ode45","Solve nonstiff differential equations — mediumorder method"
"odeget","Extract ODE option values"
"odeset","Create or modify options structure for ODE solvers"
"odextend","Extend solution to ODE"
"onCleanup","Cleanup tasks upon function completion"
"ones","Create array of all ones"
"open","Open file for writing video data"
"open","Open file in appropriate application"
"openfig","Open figure saved in FIG-file"
"openFile","Open FITS file"
"opengl","Control OpenGL rendering"
"openvar","Open workspace variable in Variables editor or other graphicalediting tool"
"optimget","Optimization options values"
"optimset","Create or edit optimization options structure"
"or","Find logical OR"
"ordeig","Eigenvalues of quasitriangular matrices"
"orderfields","Order fields of structure array"
"ordqz","Reorder eigenvalues in QZ factorization"
"ordschur","Reorder eigenvalues in Schur factorization"
"orient","Paper orientation for printing or saving"
"orth","Orthonormal basis for range of matrix"
"outdegree","Out-degree of nodes"
"outerjoin","Outer join between two tables or timetables"
"pack","Consolidate workspace memory"
"pad","Add leading or trailing characters to strings"
"padecoef","Padé approximation of time delays"
"pagesetupdlg","Page setup dialog box"
"pan","Pan view of graph interactively"
"pareto","Pareto chart"
"parfor","Parallel for loop"
"parse","Parse function inputs"
"parseSoapResponse","Convert response string from SOAP (Simple Object AccessProtocol) server into MATLAB types"
"partition","Partition a datastore"
"parula","Parula colormap array"
"pascal","Pascal matrix"
"patch","Create one or more filled polygons"
"path","View or change search path"
"path2rc","Save current search path to pathdef.m file"
"pathsep","Search path separator for current platform"
"pathtool","Open Set Path dialog box to view and change search path"
"pause","Stop MATLAB execution temporarily"
"pbaspect","Control relative lengths of each axis"
"pcg","Preconditioned conjugate gradients method"
"pchip","Piecewise Cubic Hermite Interpolating Polynomial (PCHIP)"
"pcode","Create protected function file"
"pcolor","Pseudocolor (checkerboard) plot"
"pdepe","Solve initial-boundary value problems for parabolic-ellipticPDEs in 1-D"
"pdeval","Evaluate numerical solution of PDE using output of pdepe"
"peaks","Example function of two variables"
"perimeter","Perimeter of 2-D alpha shape"
"perl","Call Perl script using appropriate operating system executable"
"perms","All possible permutations"
"permute","Rearrange dimensions of N-D array"
"persistent","Define persistent variable"
"pi","Ratio of circle's circumference to its diameter"
"pie","Pie chart"
"pie3","3-D pie chart"
"pink","Pink colormap array"
"pinv","Moore-Penrose pseudoinverse of matrix"
"planerot","Givens plane rotation"
"play","Play audio from audioplayer object"
"play","Play audio from audiorecorder object"
"playblocking","Play audio from audioplayer object,holding control until playback completes"
"plot","Plot time series"
"plot","Graph plot"
"plot","Plot alpha shape"
"plot","2-D line plot"
"plot3","3-D line plot"
"plotbrowser","Show or hide figure Plot Browser"
"plotedit","Interactively edit and annotate plots"
"plotmatrix","Scatter plot matrix"
"plottools","Show or hide plot tools"
"plotyy","(Not recommended) Create graph with two y-axes"
"plus","Addition"
"pointLocation","Triangle or tetrahedron containing specified point"
"pointLocation","(Not recommended) Simplex containing specified location"
"pol2cart","Transform polar or cylindrical coordinates to Cartesian"
"polar","(Not recommended) Polar coordinate plot"
"polaraxes","Create polar axes"
"polarhistogram","Histogram chart in polar coordinates"
"polarplot","Plot line in polar coordinates"
"polarscatter","Scatter chart in polar coordinates"
"poly","Polynomial with specified roots or characteristic polynomial"
"polyarea","Area of polygon"
"polyder","Polynomial differentiation"
"polyeig","Polynomial eigenvalue problem"
"polyfit","Polynomial curve fitting"
"polyint","Polynomial integration"
"polyval","Polynomial evaluation"
"polyvalm","Matrix polynomial evaluation"
"posixtime","Convert MATLAB datetime to POSIX time"
"pow2","Base 2 power and scale floating-point numbers"
"power","Element-wise power"
"ppval","Evaluate piecewise polynomial"
"predecessors","Node predecessors"
"prefdir","Folder containing preferences, history, and layout files"
"preferences","Open Preferences dialog box"
"preview","Return subset of data from datastore"
"primes","Prime numbers less than or equal to input value"
"print","Print figure or save to specific file format"
"printdlg","Open figure Print dialog box"
"printopt","Configure printer defaults"
"printpreview","Open figure Print Preview dialog box"
"prism","Prism colormap array"
"prod","Product of array elements"
"profile","Profile execution time for functions"
"profsave","Save profile report in HTML format"
"propedit","Open Property Editor"
"propedit","Open built-in property page for control"
"properties","Class property names"
"propertyeditor","Show or hide Property Editor"
"psi","Psi (polygamma) function"
"publish","Generate view of MATLAB file in specified format"
"PutCharArray","Store character array in Automation server"
"PutFullMatrix","Matrix in Automation server workspace"
"PutWorkspaceData","Data in Automation server workspace"
"pwd","Identify current folder"
"pyargs","Create keyword argument for Python function"
"pyversion","Change default version of Python interpreter"
"qmr","Quasi-minimal residual method"
"qr","Orthogonal-triangular decomposition"
"qrdelete","Remove column or row from QR factorization"
"qrinsert","Insert column or row into QR factorization"
"qrupdate","Rank 1 update to QR factorization"
"quad","Numerically evaluate integral, adaptive Simpson quadrature"
"quad2d","Numerically evaluate double integral, tiled method"
"quadgk","Numerically evaluate integral, adaptive Gauss-Kronrodquadrature"
"quadl","Numerically evaluate integral, adaptive Lobatto quadrature"
"quadv","Vectorized quadrature"
"quarter","Quarter number"
"questdlg","Create question dialog box"
"Quit","Terminate MATLAB Automation server"
"quit","Terminate MATLAB program"
"quiver","Quiver or velocity plot"
"quiver3","3-D quiver or velocity plot"
"qz","QZ factorization for generalized eigenvalues"
"rad2deg","Convert angle from radians to degrees"
"rand","Uniformly distributed random numbers"
"rand (RandStream)","Uniformly distributed random numbers"
"randi","Uniformly distributed pseudorandom integers"
"randi (RandStream)","Uniformly distributed pseudorandom integers"
"randn","Normally distributed random numbers"
"randn (RandStream)","Normally distributed pseudorandom numbers"
"randperm","Random permutation"
"randperm (RandStream)","Random permutation"
"RandStream","Random number stream"
"RandStream","Random number stream"
"RandStream.create","Create random number streams"
"RandStream.getGlobalStream","Current global random number stream"
"RandStream.list","Random number generator algorithms"
"RandStream.setGlobalStream","Set global random number stream"
"rank","Rank of matrix"
"rat","Rational fraction approximation"
"rats","Rational output"
"rbbox","Create rubberband box for area selection"
"rcond","Reciprocal condition number"
"rdivide","Right array division"
"read","Read video frame data from file"
"read","Read data from remote host over TCP/IP"
"read","Read data in datastore"
"readall","Read all data in datastore"
"readasync","Read data asynchronously from device"
"readATblHdr","Read header information from current ASCII table"
"readBTblHdr","Read header information from current binary table"
"readCard","Header record of keyword"
"readCol","Read rows of ASCII or binary table column"
"readFrame","Read video frame from video file"
"readimage","Read specified image from datastore"
"readImg","Read image data"
"readKey","Keyword"
"readKeyCmplx","Keyword as complex scalar value"
"readKeyDbl","Keyword as double precision value"
"readKeyLongLong","Keyword as int64"
"readKeyLongStr","Long string value"
"readKeyUnit","Physical units string from keyword"
"readRecord","Header record specified by number"
"readtable","Create table from file"
"real","Real part of complex number"
"reallog","Natural logarithm for nonnegative real arrays"
"realmax","Largest positive floating-point number"
"realmin","Smallest positive normalized floating-point number"
"realpow","Array power for real-only output"
"realsqrt","Square root for nonnegative real arrays"
"record","Record audio to audiorecorder object"
"record","Record data and event information to file"
"recordblocking","Record audio to audiorecorder object,holding control until recording completes"
"rectangle","Create rectangle with sharp or curved corners"
"rectint","Rectangle intersection area"
"recycle","Set option to move deleted files to recycle folder"
"reducepatch","Reduce number of patch faces"
"reducevolume","Reduce number of elements in volume data set"
"refresh","Redraw current figure"
"refreshdata","Refresh data in graph when data source is specified"
"regexp","Match regular expression (case sensitive)"
"regexpi","Match regular expression (case insensitive)"
"regexprep","Replace text using regular expression"
"regexptranslate","Translate text into regular expression"
"registerevent","Associate event handler for COM object event at run time"
"regmatlabserver","Register current MATLAB as Automation server"
"rehash","Refresh function and file system path caches"
"release","Release resources and allow changes to System object propertyvalues and input characteristics"
"release","Release COM interface"
"rem","Remainder after division"
"Remove","Convenience function for static .NET System.Delegate Removemethod"
"remove","Remove key-value pairs from containers.Map object"
"RemoveAll","Convenience function for static .NET System.Delegate RemoveAllmethod"
"removecats","Remove categories from categorical array"
"removets","Remove timeseries objects from tscollection object"
"rename","Rename file on FTP server"
"renamecats","Rename categories in categorical array"
"reordercats","Reorder categories in categorical array"
"reordernodes","Reorder graph nodes"
"repelem","Repeat copies of array elements"
"replace","Find and replace substrings in string array"
"replaceBetween","Replace substrings identified by indicators that marktheir starts and ends"
"repmat","Repeat copies of array"
"resample","Select or interpolate timeseries datausing new time vector"
"resample (tscollection)","Select or interpolate data in tscollection usingnew time vector"
"reset","Reset graphics object properties totheir defaults"
"reset","Reset datastore to initial state"
"reset","Reset internal states of System object"
"reset (RandStream)","Reset random number stream"
"reshape","Reshape array"
"residue","Partial fraction expansion (partial fraction decomposition)"
"restoredefaultpath","Restore search path to its factory-installed state"
"rethrow","Rethrow previously caught exception"
"rethrow","Reissue error"
"retime","Resample or aggregate data in timetable, and resolve duplicateor irregular times"
"return","Return control to invoking function"
"reverse","Reverse order of characters in string"
"rgb2gray","Convert RGB image or colormap to grayscale"
"rgb2hsv","Convert RGB colormap to HSV colormap"
"rgb2ind","Convert RGB image to indexed image"
"rgbplot","Plot colormap"
"ribbon","Ribbon plot"
"rlim","Set or query r-axis limits for polaraxes"
"rmappdata","Remove application-defined data"
"rmdir","Remove folder on FTP server"
"rmdir","Remove folder"
"rmedge","Remove edge from graph"
"rmfield","Remove fields from structure"
"rmmissing","Remove missing entries"
"rmnode","Remove node from graph"
"rmpath","Remove folders from search path"
"rmpref","Remove preference"
"rng","Control random number generation"
"roots","Polynomial roots"
"rose","Angle histogram plot"
"rosser","Classic symmetric eigenvalue test problem"
"rot90","Rotate array 90 degrees"
"rotate","Rotate object about specified origin and direction"
"rotate3d","Rotate 3-D view using mouse"
"round","Round to nearest decimal or integer"
"rowfun","Apply function to table or timetable rows"
"rref","Reduced row echelon form (Gauss-Jordan elimination)"
"rsf2csf","Convert real Schur form to complex Schur form"
"rtickangle","Rotate r-axis tick labels"
"rtickformat","Specify r-axis tick label format"
"rticklabels","Set or query r-axis tick labels"
"rticks","Set or query r-axis tick values"
"ruler2num","Convert data from specific ruler to numeric data"
"run","Run MATLAB script"
"runperf","Run set of tests for performance measurement"
"runtests","Run set of tests"
"save","Save workspace variables to file"
"save","Serialize control object to file"
"save (serial)","Save serial port objects and variables to file"
"saveas","Save figure to specific file format"
"savefig","Save figure and contents to FIG-file"
"saveobj","Modify save process for object"
"savepath","Save current search path"
"scatter","Scatter plot"
"scatter3","3-D scatter plot"
"scatteredInterpolant","Interpolate 2-D or 3-D scattered data"
"schur","Schur decomposition"
"scroll","(App Designer) Scroll list box item or location into view"
"sec","Secant of angle in radians"
"secd","Secant of argument in degrees"
"sech","Hyperbolic secant"
"second","Second number"
"seconds","Duration in seconds"
"selectmoveresize","Select, move, resize, or copy axes and uicontrol graphicsobjects"
"semilogx","Semilogarithmic plot"
"semilogy","Semilogarithmic plot"
"sendmail","Send email message to address list"
"serial","Create serial port object"
"serialbreak","Send break to device connected to serial port"
"seriallist","List of serial ports connected to your system"
"set","Set properties of timeseries object"
"set","Set graphics object properties"
"set","Set property values for audioplayer object"
"set","Set property values for audiorecorder object"
"set","Set object or interface property to specified value"
"set (RandStream)","Set random number stream property"
"set (serial)","Configure or display serial port object properties"
"set (tscollection)","Set properties of tscollection object"
"setabstime","Set times of timeseries object as datestrings"
"setabstime (tscollection)","Set times of tscollection object asdate strings"
"setappdata","Store application-defined data"
"setBscale","Reset image scaling"
"setcats","Set categories in categorical array"
"setCompressionType","Set image compression type"
"setdiff","Set difference of two arrays"
"setenv","Set environment variable"
"setfield","Assign values to structure array field"
"setHCompScale","Set scale parameter for HCOMPRESS algorithm"
"setHCompSmooth","Set smoothing for images compressed with HCOMPRESS"
"setinterpmethod","Set default interpolation method for timeseries object"
"setpixelposition","Set component position in pixels"
"setpref","Set preference"
"setstr","Set string flag"
"setTileDim","Set tile dimensions"
"settimeseriesnames","Change name of timeseries object in tscollection"
"setTscale","Reset image scaling"
"setuniformtime","Modify uniform time vector of timeseries object"
"setvaropts","Set variable import options"
"setvartype","Set variable data types"
"setxor","Set exclusive OR of two arrays"
"shading","Set color shading properties"
"sheetnames","Query sheet names from datastore"
"shg","Show most recent graph window"
"shiftdim","Shift dimensions"
"shortestpath","Shortest path between two single nodes"
"shortestpathtree","Shortest path tree from node"
"showplottool","Show or hide figure plot tool"
"shrinkfaces","Reduce size of patch faces"
"shuffle","Shuffle files in ImageDatastore"
"sign","Sign function (signum function)"
"sin","Sine of argument in radians"
"sind","Sine of argument in degrees"
"single","Convert to single precision"
"sinh","Hyperbolic sine of argument in radians"
"size","Array size"
"size","Size of containers.Map object"
"size","Size of triangulation connectivity list"
"size","(Not recommended) Size of triangulation matrix"
"size (serial)","Size of serial port object array"
"size (tscollection)","Size of tscollection object"
"slice","Volumetric slice plot"
"smooth3","Smooth 3-D data"
"smoothdata","Smooth noisy data"
"snapnow","Force snapshot of image for inclusion in published document"
"sort","Sort array elements"
"sortrows","Sort rows of matrix or table"
"sound","Convert matrix of signal data to sound"
"soundsc","Scale data and play as sound"
"spalloc","Allocate space for sparse matrix"
"sparse","Create sparse matrix"
"spaugment","Form least squares augmented system"
"spconvert","Import from sparse matrix external format"
"spdiags","Extract and create sparse band and diagonal matrices"
"specular","Calculate specular reflectance"
"speye","Sparse identity matrix"
"spfun","Apply function to nonzero sparse matrix elements"
"sph2cart","Transform spherical coordinates to Cartesian"
"sphere","Generate sphere"
"spinmap","Spin colormap"
"spline","Cubic spline data interpolation"
"split","Split strings in string array, or split calendar durationinto numeric and duration units"
"splitapply","Split data into groups and apply function"
"splitEachLabel","Split ImageDatastore labels by proportions"
"splitlines","Split string at newline characters"
"spones","Replace nonzero sparse matrix elements with ones"
"spparms","Set parameters for sparse matrix routines"
"sprand","Sparse uniformly distributed random matrix"
"sprandn","Sparse normally distributed random matrix"
"sprandsym","Sparse symmetric random matrix"
"sprank","Structural rank"
"SpreadsheetDatastore","Datastore for spreadsheet files"
"spreadsheetDatastore","Create SpreadsheetDatastore object for collections ofspreadsheet data"
"SpreadsheetImportOptions","Import options object for Spreadsheets"
"spring","Spring colormap array"
"sprintf","Format data into string"
"spy","Visualize sparsity pattern"
"sqrt","Square root"
"sqrtm","Matrix square root"
"squeeze","Remove singleton dimensions"
"ss2tf","Convert state-space representation to transfer function"
"sscanf","Read formatted data from string"
"stack","Stack data from multiple variables into single variable"
"stairs","Stairstep graph"
"standardizeMissing","Insert standard missing values"
"startsWith","Determine if string starts with pattern"
"startup","Start up file for user-defined options"
"stats","Return cached values and statistics for MemoizedFunction object"
"std","Standard deviation of timeseries data"
"std","Standard deviation"
"stem","Plot discrete sequence data"
"stem3","Plot 3-D discrete sequence data"
"step","Run System object algorithm"
"stopasync","Stop asynchronous read and write operations"
"str2double","Convert string to double precision value"
"str2func","Construct function handle from character vector"
"str2mat","Form blank-padded character matrix from strings"
"str2num","Convert character array to numeric array"
"strcat","Concatenate strings horizontally"
"strcmp","Compare strings"
"strcmpi","Compare strings (case insensitive)"
"stream2","Compute 2-D streamline data"
"stream3","Compute 3-D streamline data"
"streamline","Plot streamlines from 2-D or 3-Dvector data"
"streamparticles","Plot stream particles"
"streamribbon","3-D stream ribbon plot from vector volume data"
"streamslice","Plot streamlines in slice planes"
"streamtube","Create 3-D stream tube plot"
"strfind","Find one string within another"
"string","Convert to string array"
"strings","Create array of strings with no characters"
"strip","Remove leading and trailing characters from string"
"strjoin","Join text in array"
"strjust","Justify string or character array"
"strlength","Length of strings in string array"
"strmatch","Find possible matches for string"
"strncmp","Compare first n characters of strings(case sensitive)"
"strncmpi","Compare first n characters of strings(case insensitive)"
"strread","Read formatted data from string"
"strrep","Find and replace substring"
"strsplit","Split string at specified delimiter"
"strtok","Selected parts of string"
"strtrim","Remove leading and trailing whitespace from string arrayor character array"
"struct","Create structure array"
"struct2cell","Convert structure to cell array"
"struct2table","Convert structure array to table"
"structfun","Apply function to each field of scalar structure"
"strvcat","Concatenate strings vertically"
"sub2ind","Convert subscripts to linear indices"
"subgraph","Extract subgraph"
"subplot","Create axes in tiled positions"
"subsasgn","Redefine subscripted assignment"
"subsindex","Convert object to array index"
"subspace","Angle between two subspaces"
"subsref","Redefine subscripted reference for objects"
"substruct","Create structure argument for subsasgn or subsref"
"subvolume","Extract subset of volume data set"
"successors","Node successors"
"sum","Sum of array elements"
"sum","Sum of timeseries data"
"summary","Print summary of table, timetable, or categorical array"
"summer","Summer colormap array"
"superclasses","Names of superclasses"
"support","Open MathWorks Technical Support Webpage"
"supportPackageInstaller","Install support for third-party hardware or software (Notrecommended)"
"surf","Surface plot"
"surf2patch","Convert surface data to patch data"
"surface","Create surface object"
"surfaceArea","Surface area of 3-D alpha shape"
"surfc","Contour plot under a 3-D shaded surface plot"
"surfl","Surface plot with colormap-based lighting"
"surfnorm","Compute and display 3-Dsurface normals"
"svd","Singular value decomposition"
"svds","Subset of singular values and vectors"
"swapbytes","Swap byte ordering"
"switch, case, otherwise","Execute one of several groups of statements"
"sylvester","Solve Sylvester equation AX + XB = C for X"
"symamd","Symmetric approximate minimum degree permutation"
"symbfact","Symbolic factorization analysis"
"symmlq","Symmetric LQ method"
"symrcm","Sparse reverse Cuthill-McKee ordering"
"symvar","Determine symbolic variables in expression"
"synchronize","Synchronize timetables to common time vector, and resampleor aggregate data from input timetables"
"synchronize","Synchronize and resample two timeseries objectsusing common time vector"
"syntax","Two ways to call MATLAB functions"
"system","Execute operating system command and return output"
"table","Create table from workspace variables"
"table2array","Convert table to homogeneous array"
"table2cell","Convert table to cell array"
"table2struct","Convert table to structure array"
"table2timetable","Convert table to timetable"
"TabularTextDatastore","Datastore for tabular text files"
"tabularTextDatastore","Create TabularTextDatastore object for collections oftabular text data"
"tail","Get bottom rows of table, timetable, or tall array"
"tall","Create tall array"
"TallDatastore","Datastore for checkpointing tall arrays"
"tan","Tangent of argument in radians"
"tand","Tangent of argument in degrees"
"tanh","Hyperbolic tangent"
"tar","Compress files into tar file"
"targetupdater","Set up support package that is already installed (Notrecommended)"
"tcpclient","Create TCP/IP client object to communicate over TCP/IP"
"tempdir","Name of system's temporary folder"
"tempname","Unique name for temporary file"
"Test","Specification of a single test method"
"TestResult","Result of running test suite"
"testsuite","Create suite of tests"
"TestSuite.run","Run TestSuite array using TestRunner objectconfigured for text output"
"tetramesh","Tetrahedron mesh plot"
"texlabel","Format text with TeX characters"
"text","Add text descriptions to data points"
"textread","Read data from text file; write to multiple outputs"
"textscan","Read formatted data from text file or string"
"textwrap","Wrap text for uicontrol"
"tfqmr","Transpose-free quasi-minimal residual method"
"thetalim","Set or query theta-axis limits for polar axes"
"thetatickformat","Specify theta-axis tick label format"
"thetaticklabels","Set or query theta-axis tick labels"
"thetaticks","Set or query theta-axis tick values"
"throw","Throw exception"
"throwAsCaller","Throw exception as if occurs within calling function"
"tic","Start stopwatch timer"
"Tiff","MATLAB Gateway to LibTIFF library routines"
"Tiff.close","Close Tiff object"
"Tiff.computeStrip","Index number of strip containing specified coordinate"
"Tiff.computeTile","Index number of tile containing specified coordinates"
"Tiff.currentDirectory","Index of current IFD"
"Tiff.getTag","Value of specified tag"
"Tiff.getTagNames","List of recognized TIFF tags"
"Tiff.getVersion","LibTIFF library version"
"Tiff.isTiled","Determine if tiled image"
"Tiff.lastDirectory","Determine if current IFD is last in file"
"Tiff.nextDirectory","Make next IFD current IFD"
"Tiff.numberOfStrips","Total number of strips in image"
"Tiff.numberOfTiles","Total number of tiles in image"
"Tiff.read","Read entire image"
"Tiff.readEncodedStrip","Read data from specified strip"
"Tiff.readEncodedTile","Read data from specified tile"
"Tiff.readRGBAImage","Read image using RGBA interface"
"Tiff.readRGBAStrip","Read strip data using RGBA interface"
"Tiff.readRGBATile","Read tile data using RGBA interface"
"Tiff.rewriteDirectory","Write modified metadata to existing IFD"
"Tiff.setDirectory","Make specified IFD current IFD"
"Tiff.setSubDirectory","Make subIFD specified by byte offset current IFD"
"Tiff.setTag","Set value of tag"
"Tiff.write","Write entire image"
"Tiff.writeDirectory","Create new IFD and make it current IFD"
"Tiff.writeEncodedStrip","Write data to specified strip"
"Tiff.writeEncodedTile","Write data to specified tile"
"time","Convert time of calendar duration to duration"
"timeit","Measure time required to run function"
"timeofday","Elapsed time since midnight for datetimes"
"timer","Create object to schedule execution of MATLAB commands"
"timer.delete","Remove timer object from memory"
"timer.get","Query property values for timer object"
"timer.isvalid","Determine timer object validity"
"timer.set","Set property values for timer object"
"timer.start","Start timer object"
"timer.startat","Schedule timer to fire at specified time"
"timer.stop","Stop timer object"
"timer.timerfind","Find timer object"
"timer.timerfindall","Find timer object, regardless of visibility"
"timer.wait","Block command prompt until timer stops running"
"timerange","Time range for timetable row subscripting"
"times","Element-wise multiplication"
"timeseries","Create timeseries object"
"timetable","Create timetable from workspace variables"
"timetable2table","Convert timetable to table"
"timezones","List time zones"
"title","Add title"
"toc","Read elapsed time fromstopwatch"
"todatenum","Convert CDF epoch object to MATLAB serial date number"
"toeplitz","Toeplitz matrix"
"toolboxdir","Root folder for specified toolbox"
"topkrows","Top rows in sorted order"
"toposort","Topological order of directed acyclic graph"
"trace","Sum of diagonal elements"
"transclosure","Transitive closure"
"transpose","Transpose vector or matrix"
"transreduction","Transitive reduction"
"trapz","Trapezoidal numerical integration"
"treelayout","Lay out tree or forest"
"treeplot","Plot picture of tree"
"triangulation","Triangulation in 2-D or 3-D"
"tril","Lower triangular part of matrix"
"trimesh","Triangular mesh plot"
"triplequad","Numerically evaluate triple integral"
"triplot","2-D triangular plot"
"TriRep","(Not recommended) Triangulation representation"
"TriRep","(Not recommended) Triangulation representation"
"TriScatteredInterp","(Not recommended) Interpolate scattered data"
"TriScatteredInterp","(Not recommended) Interpolate scattered data"
"trisurf","Triangular surface plot"
"triu","Upper triangular part of matrix"
"true","Logical 1 (true)"
"try, catch","Execute statements and catch resulting errors"
"tscollection","Create tscollection object"
"tsdata.event","Construct event object for timeseries object"
"tsearchn","N-D closest simplex search"
"type","Display contents of file"
"typecast","Convert data types without changing underlying data"
"tzoffset","Time zone offset from UTC"
"uialert","(App Designer) Display alert dialog box for UI figurewindow"
"uiaxes","(App Designer) Create UI axes for plots in App Designer"
"uibutton","(App Designer) Create push button or state button component"
"uibuttongroup","Create button group to manage radio buttons and togglebuttons"
"uicheckbox","(App Designer) Create check box component"
"uicontextmenu","Create context menu"
"uicontrol","Create user interface control object"
"uidropdown","(App Designer) Create drop-down component"
"uieditfield","(App Designer) Create text or numeric edit field component"
"uifigure","(App Designer) Create UI figure window"
"uigauge","(App Designer) Create circular, linear, ninety-degree,or semicircular gauge component"
"uigetdir","Open folder selection dialog box"
"uigetfile","Open file selection dialog box"
"uigetpref","Conditionally open dialog box according to user preference"
"uiimport","Import data interactively"
"uiknob","(App Designer) Create continuous or discrete knob component"
"uilabel","(App Designer) Create label component"
"uilamp","(App Designer) Create lamp component"
"uilistbox","(App Designer) Create list box component"
"uimenu","Create menus and menu items on figure windows"
"uint16","Convert to 16-bit unsigned integer"
"uint32","Convert to 32-bit unsigned integer"
"uint64","Convert to 64-bit unsigned integer"
"uint8","Convert to 8-bit unsigned integer"
"uiopen","Open dialog box for selecting files to load into workspace"
"uipanel","Create panel container object"
"uipushtool","Create push button on toolbar"
"uiputfile","Open dialog box for saving files"
"uiradiobutton","(App Designer) Create radio button component"
"uiresume","Resume execution of blocked program"
"uisave","Open dialog box for saving variables to MAT-file"
"uisetcolor","Open color picker"
"uisetfont","Open font selection dialog box"
"uisetpref","Manage preferences used in uigetpref"
"uislider","(App Designer) Create slider component"
"uispinner","(App Designer) Create spinner component"
"uistack","Reorder visual stacking order of objects"
"uiswitch","(App Designer) Create slider switch, rocker switch, ortoggle switch component"
"uitab","Create tabbed panel"
"uitabgroup","Create container for tabbed panels"
"uitable","Create table user interface component"
"uitextarea","(App Designer) Create text area component"
"uitogglebutton","(App Designer) Create toggle button component"
"uitoggletool","Create toggle button on toolbar"
"uitoolbar","Create toolbar on figure"
"uiwait","Block program execution and wait to resume"
"uminus","Unary minus"
"undocheckout","(To be removed) Undo previous checkout from source controlsystem (UNIX platforms)"
"unicode2native","Convert Unicode character representation to numericbytes"
"union","Set union of two arrays"
"unique","Unique values in array"
"uniquetol","Unique values within tolerance"
"unix","Execute UNIX command and return output"
"unloadlibrary","Unload shared library from memory"
"unmesh","Convert edge matrix to coordinate and Laplacian matrices"
